"sender.id","local.id","date.time"
99,265,2007-03-26 17:11:34
265,99,2007-03-26 17:11:34
265,99,2007-03-26 17:11:35
265,99,2007-03-26 17:11:44
265,99,2007-03-26 17:11:45
265,99,2007-03-26 17:11:46
265,99,2007-03-26 17:11:48
265,99,2007-03-26 17:11:52
265,99,2007-03-26 17:12:05
99,265,2007-03-26 17:12:09
265,99,2007-03-26 17:12:09
265,99,2007-03-26 17:12:22
265,99,2007-03-26 17:12:34
99,265,2007-03-26 17:12:34
265,99,2007-03-26 17:12:45
265,99,2007-03-26 17:12:47
99,265,2007-03-26 17:12:47
99,265,2007-03-26 17:12:48
265,99,2007-03-26 17:12:54
27,276,2007-03-26 17:18:20
27,276,2007-03-26 17:18:22
27,276,2007-03-26 17:18:28
27,276,2007-03-26 17:18:30
105,265,2007-03-26 17:29:11
265,105,2007-03-26 17:29:43
105,265,2007-03-26 17:30:23
265,105,2007-03-26 17:30:45
13,99,2007-03-26 17:32:52
13,99,2007-03-26 17:32:54
13,99,2007-03-26 17:32:58
13,99,2007-03-26 17:33:08
13,99,2007-03-26 17:33:10
13,99,2007-03-26 17:33:11
13,99,2007-03-26 17:33:14
13,99,2007-03-26 17:33:18
13,99,2007-03-26 17:33:21
13,99,2007-03-26 17:33:24
13,99,2007-03-26 17:33:30
13,99,2007-03-26 17:33:34
13,99,2007-03-26 17:33:38
13,99,2007-03-26 17:33:42
13,99,2007-03-26 17:33:44
13,99,2007-03-26 17:34:00
276,266,2007-03-26 17:57:22
276,266,2007-03-26 17:57:30
276,266,2007-03-26 17:57:38
276,266,2007-03-26 17:57:40
276,266,2007-03-26 17:57:48
276,266,2007-03-26 17:57:50
276,266,2007-03-26 17:58:38
276,266,2007-03-26 18:02:22
276,266,2007-03-26 18:02:50
266,276,2007-03-26 18:03:30
265,101,2007-03-26 18:06:09
265,101,2007-03-26 18:06:15
265,101,2007-03-26 18:06:25
265,101,2007-03-26 18:06:45
265,101,2007-03-26 18:06:51
101,265,2007-03-26 18:06:51
101,99,2007-03-26 18:18:51
20,265,2007-03-26 18:23:44
13,264,2007-03-27 06:43:44
13,264,2007-03-27 06:44:09
13,264,2007-03-27 06:44:10
13,264,2007-03-27 06:44:14
13,264,2007-03-27 06:44:17
13,264,2007-03-27 06:44:20
13,264,2007-03-27 06:44:23
13,264,2007-03-27 06:44:29
13,264,2007-03-27 06:44:30
13,264,2007-03-27 06:44:34
13,264,2007-03-27 06:44:38
264,281,2007-03-27 06:56:30
13,290,2007-03-27 07:10:19
13,290,2007-03-27 07:10:20
13,290,2007-03-27 07:10:24
13,290,2007-03-27 07:10:28
281,294,2007-03-27 07:14:43
294,281,2007-03-27 07:14:46
281,294,2007-03-27 07:14:50
294,281,2007-03-27 07:14:53
281,294,2007-03-27 07:14:53
281,294,2007-03-27 07:14:58
281,294,2007-03-27 07:15:03
294,281,2007-03-27 07:15:13
281,294,2007-03-27 07:15:13
294,281,2007-03-27 07:15:16
294,281,2007-03-27 07:15:19
264,281,2007-03-27 07:23:33
281,264,2007-03-27 07:23:38
294,281,2007-03-27 07:24:10
264,281,2007-03-27 07:51:49
264,281,2007-03-27 07:52:02
0,258,2007-03-27 08:09:56
0,258,2007-03-27 08:10:27
0,258,2007-03-27 08:11:27
13,281,2007-03-27 08:17:50
13,281,2007-03-27 08:17:58
294,281,2007-03-27 08:18:50
294,281,2007-03-27 08:18:52
281,294,2007-03-27 08:18:56
281,276,2007-03-27 08:21:43
281,276,2007-03-27 08:21:54
294,281,2007-03-27 08:22:10
281,276,2007-03-27 08:22:13
294,276,2007-03-27 08:22:24
0,291,2007-03-27 08:44:21
285,281,2007-03-27 08:50:42
20,291,2007-03-27 08:50:48
285,281,2007-03-27 08:50:53
285,281,2007-03-27 08:50:56
13,256,2007-03-27 08:51:34
294,266,2007-03-27 08:55:30
294,266,2007-03-27 08:55:40
294,266,2007-03-27 08:55:43
294,266,2007-03-27 08:55:47
294,266,2007-03-27 08:55:50
294,266,2007-03-27 08:55:52
294,266,2007-03-27 08:56:00
294,266,2007-03-27 08:56:02
294,266,2007-03-27 08:56:10
294,266,2007-03-27 08:56:12
294,266,2007-03-27 08:56:20
294,266,2007-03-27 08:56:24
294,266,2007-03-27 08:56:27
294,266,2007-03-27 08:56:32
294,266,2007-03-27 08:56:37
294,266,2007-03-27 08:56:40
294,266,2007-03-27 08:57:02
294,266,2007-03-27 08:59:20
82,281,2007-03-27 09:01:33
82,281,2007-03-27 09:01:43
13,109,2007-03-27 09:04:03
13,109,2007-03-27 09:04:13
13,109,2007-03-27 09:04:14
13,109,2007-03-27 09:04:23
13,109,2007-03-27 09:04:29
13,109,2007-03-27 09:04:30
13,109,2007-03-27 09:04:34
13,109,2007-03-27 09:04:40
13,109,2007-03-27 09:04:44
13,109,2007-03-27 09:04:48
13,109,2007-03-27 09:04:53
13,109,2007-03-27 09:05:00
13,109,2007-03-27 09:05:04
13,109,2007-03-27 09:05:10
13,109,2007-03-27 09:05:13
13,109,2007-03-27 09:05:19
13,109,2007-03-27 09:05:29
13,109,2007-03-27 09:05:30
13,109,2007-03-27 09:05:34
13,109,2007-03-27 09:05:38
13,109,2007-03-27 09:05:44
13,109,2007-03-27 09:05:48
13,109,2007-03-27 09:05:59
267,290,2007-03-27 09:13:23
281,273,2007-03-27 09:14:28
13,258,2007-03-27 09:22:07
13,56,2007-03-27 09:34:03
13,56,2007-03-27 09:34:29
13,264,2007-03-27 09:45:10
13,264,2007-03-27 09:45:13
13,264,2007-03-27 09:45:24
13,264,2007-03-27 09:45:29
13,264,2007-03-27 09:45:33
13,109,2007-03-27 09:47:34
13,109,2007-03-27 09:51:14
18,109,2007-03-27 09:56:04
109,281,2007-03-27 09:58:05
13,106,2007-03-27 10:01:20
105,281,2007-03-27 10:03:43
105,281,2007-03-27 10:03:53
105,281,2007-03-27 10:03:56
281,273,2007-03-27 10:05:07
281,273,2007-03-27 10:05:13
281,273,2007-03-27 10:05:18
281,273,2007-03-27 10:05:20
281,273,2007-03-27 10:05:23
281,105,2007-03-27 10:05:39
105,281,2007-03-27 10:05:39
281,105,2007-03-27 10:05:43
105,281,2007-03-27 10:05:43
281,105,2007-03-27 10:06:13
281,105,2007-03-27 10:06:20
281,105,2007-03-27 10:06:23
105,264,2007-03-27 10:10:43
276,281,2007-03-27 10:13:24
276,281,2007-03-27 10:13:31
276,281,2007-03-27 10:13:34
13,56,2007-03-27 10:15:40
290,264,2007-03-27 10:23:13
290,264,2007-03-27 10:23:13
290,264,2007-03-27 10:23:17
290,264,2007-03-27 10:23:20
13,105,2007-03-27 10:26:23
13,105,2007-03-27 10:26:24
13,290,2007-03-27 10:26:44
13,290,2007-03-27 10:26:48
13,290,2007-03-27 10:26:50
13,105,2007-03-27 10:27:04
13,105,2007-03-27 10:27:10
13,105,2007-03-27 10:27:13
13,105,2007-03-27 10:27:14
13,105,2007-03-27 10:27:18
13,105,2007-03-27 10:27:24
13,105,2007-03-27 10:27:30
13,105,2007-03-27 10:27:30
13,105,2007-03-27 10:27:33
13,105,2007-03-27 10:27:40
13,105,2007-03-27 10:27:43
13,105,2007-03-27 10:27:44
13,105,2007-03-27 10:27:50
13,105,2007-03-27 10:27:54
13,105,2007-03-27 10:28:00
13,105,2007-03-27 10:28:00
13,105,2007-03-27 10:28:04
13,105,2007-03-27 10:28:10
13,105,2007-03-27 10:28:10
13,105,2007-03-27 10:28:14
46,265,2007-03-27 10:37:55
281,290,2007-03-27 10:42:53
276,294,2007-03-27 10:47:02
294,276,2007-03-27 10:47:02
276,294,2007-03-27 10:47:04
13,276,2007-03-27 11:12:44
13,276,2007-03-27 11:13:01
13,106,2007-03-27 11:13:24
266,106,2007-03-27 12:04:14
7,109,2007-03-27 12:12:51
7,109,2007-03-27 12:22:21
7,109,2007-03-27 12:22:23
7,109,2007-03-27 12:22:26
267,278,2007-03-27 13:02:34
0,258,2007-03-27 13:06:43
7,281,2007-03-27 13:08:13
294,267,2007-03-27 13:12:50
281,105,2007-03-27 13:13:03
281,105,2007-03-27 13:13:10
267,290,2007-03-27 13:24:20
290,258,2007-03-27 13:26:53
258,290,2007-03-27 13:26:53
290,258,2007-03-27 13:26:56
105,281,2007-03-27 13:43:20
268,266,2007-03-27 13:48:44
266,268,2007-03-27 13:48:44
268,266,2007-03-27 13:48:54
268,266,2007-03-27 13:48:55
56,265,2007-03-27 14:09:43
281,109,2007-03-27 14:16:13
281,109,2007-03-27 14:16:19
281,109,2007-03-27 14:16:29
109,294,2007-03-27 14:17:18
13,290,2007-03-27 14:29:51
267,258,2007-03-27 14:33:44
267,258,2007-03-27 14:33:50
20,281,2007-03-27 14:35:28
20,281,2007-03-27 14:36:13
13,256,2007-03-27 14:37:23
281,105,2007-03-27 14:39:52
267,258,2007-03-27 14:44:54
267,258,2007-03-27 14:46:44
267,258,2007-03-27 14:46:50
267,258,2007-03-27 14:47:02
281,273,2007-03-27 14:47:20
281,273,2007-03-27 14:47:24
281,273,2007-03-27 14:47:25
281,273,2007-03-27 14:47:28
281,273,2007-03-27 14:47:32
281,273,2007-03-27 14:47:34
16,266,2007-03-27 14:48:45
273,272,2007-03-27 14:59:24
272,267,2007-03-27 15:00:09
272,267,2007-03-27 15:00:20
20,105,2007-03-27 15:26:50
105,56,2007-03-27 15:43:05
13,278,2007-03-27 16:03:11
13,278,2007-03-27 16:03:31
13,278,2007-03-27 16:04:12
13,278,2007-03-27 16:04:34
13,276,2007-03-27 16:23:05
13,276,2007-03-27 16:23:10
13,276,2007-03-27 16:23:13
276,266,2007-03-27 16:24:05
266,276,2007-03-27 16:24:09
266,276,2007-03-27 16:24:25
290,56,2007-03-27 16:24:54
13,276,2007-03-27 16:25:25
276,266,2007-03-27 16:25:35
268,288,2007-03-27 16:27:05
288,268,2007-03-27 16:27:12
268,288,2007-03-27 16:27:58
265,56,2007-03-27 16:33:16
109,106,2007-03-27 16:38:22
109,263,2007-03-27 16:41:14
288,109,2007-03-27 16:41:55
288,109,2007-03-27 16:41:58
109,288,2007-03-27 16:45:05
109,265,2007-03-27 16:47:44
56,105,2007-03-27 16:56:59
56,105,2007-03-27 16:57:01
82,258,2007-03-27 17:29:28
56,105,2007-03-27 18:39:45
13,264,2007-03-28 06:52:09
13,264,2007-03-28 06:52:12
13,264,2007-03-28 06:52:15
13,264,2007-03-28 06:52:25
13,264,2007-03-28 06:52:29
13,264,2007-03-28 06:52:35
13,264,2007-03-28 06:52:39
13,264,2007-03-28 06:52:43
13,264,2007-03-28 06:52:45
13,264,2007-03-28 06:52:46
13,264,2007-03-28 06:52:53
13,264,2007-03-28 06:52:55
281,264,2007-03-28 07:15:57
13,290,2007-03-28 07:18:03
13,290,2007-03-28 07:18:05
13,290,2007-03-28 07:18:09
13,290,2007-03-28 07:18:12
264,294,2007-03-28 07:47:19
294,264,2007-03-28 07:47:23
294,264,2007-03-28 07:47:31
13,281,2007-03-28 08:00:55
13,281,2007-03-28 08:00:59
13,281,2007-03-28 08:01:02
13,281,2007-03-28 08:01:05
13,281,2007-03-28 08:01:12
13,281,2007-03-28 08:01:15
13,281,2007-03-28 08:01:25
13,281,2007-03-28 08:01:29
13,281,2007-03-28 08:01:32
13,281,2007-03-28 08:01:39
13,281,2007-03-28 08:04:35
13,281,2007-03-28 08:05:25
13,281,2007-03-28 08:05:29
13,281,2007-03-28 08:05:35
0,258,2007-03-28 08:13:56
0,258,2007-03-28 08:14:11
0,258,2007-03-28 08:14:25
0,258,2007-03-28 08:14:35
0,258,2007-03-28 08:14:55
0,258,2007-03-28 08:15:05
0,258,2007-03-28 08:15:11
0,258,2007-03-28 08:15:14
0,258,2007-03-28 08:15:34
0,258,2007-03-28 08:15:55
0,258,2007-03-28 08:16:05
0,258,2007-03-28 08:16:11
0,258,2007-03-28 08:16:25
0,258,2007-03-28 08:16:45
264,281,2007-03-28 08:17:05
281,264,2007-03-28 08:17:05
264,281,2007-03-28 08:17:09
281,264,2007-03-28 08:17:11
264,281,2007-03-28 08:17:11
0,258,2007-03-28 08:17:15
0,258,2007-03-28 08:17:24
0,258,2007-03-28 08:17:25
0,258,2007-03-28 08:17:45
0,258,2007-03-28 08:18:11
0,258,2007-03-28 08:18:17
0,258,2007-03-28 08:18:24
0,258,2007-03-28 08:18:25
0,258,2007-03-28 08:18:45
0,258,2007-03-28 08:18:57
0,258,2007-03-28 08:19:05
0,258,2007-03-28 08:19:17
290,258,2007-03-28 08:21:46
290,258,2007-03-28 08:22:15
290,258,2007-03-28 08:22:19
290,258,2007-03-28 08:22:25
290,258,2007-03-28 08:22:26
290,258,2007-03-28 08:22:35
290,258,2007-03-28 08:22:39
290,258,2007-03-28 08:22:45
290,258,2007-03-28 08:22:49
290,258,2007-03-28 08:22:55
290,258,2007-03-28 08:22:59
290,258,2007-03-28 08:23:01
258,290,2007-03-28 08:23:05
290,258,2007-03-28 08:23:11
290,258,2007-03-28 08:23:15
290,258,2007-03-28 08:23:21
290,258,2007-03-28 08:23:29
290,258,2007-03-28 08:23:35
290,258,2007-03-28 08:23:36
290,258,2007-03-28 08:23:41
258,290,2007-03-28 08:23:45
272,288,2007-03-28 08:28:26
290,258,2007-03-28 08:28:43
264,281,2007-03-28 08:28:43
258,290,2007-03-28 08:28:45
290,258,2007-03-28 08:28:47
258,290,2007-03-28 08:28:55
290,258,2007-03-28 08:29:11
290,258,2007-03-28 08:29:15
258,290,2007-03-28 08:29:34
290,258,2007-03-28 08:29:37
290,258,2007-03-28 08:29:41
290,258,2007-03-28 08:29:45
258,290,2007-03-28 08:29:49
258,290,2007-03-28 08:29:55
258,290,2007-03-28 08:29:56
258,290,2007-03-28 08:29:59
290,258,2007-03-28 08:29:59
264,281,2007-03-28 08:30:43
281,264,2007-03-28 08:30:46
281,264,2007-03-28 08:32:46
281,264,2007-03-28 08:33:43
281,264,2007-03-28 08:33:46
281,264,2007-03-28 08:34:43
281,264,2007-03-28 08:34:46
264,281,2007-03-28 08:34:46
264,281,2007-03-28 08:35:43
281,264,2007-03-28 08:35:46
13,258,2007-03-28 08:36:25
13,258,2007-03-28 08:36:29
13,258,2007-03-28 08:36:32
264,281,2007-03-28 08:36:43
281,264,2007-03-28 08:36:43
281,264,2007-03-28 08:36:46
264,281,2007-03-28 08:37:43
281,264,2007-03-28 08:37:43
281,264,2007-03-28 08:37:46
264,281,2007-03-28 08:37:46
290,258,2007-03-28 08:38:24
264,281,2007-03-28 08:38:43
281,264,2007-03-28 08:38:43
281,264,2007-03-28 08:38:46
264,281,2007-03-28 08:38:46
290,258,2007-03-28 08:38:47
258,290,2007-03-28 08:39:14
290,258,2007-03-28 08:39:25
264,281,2007-03-28 08:39:43
281,264,2007-03-28 08:39:43
290,258,2007-03-28 08:39:46
281,264,2007-03-28 08:39:46
258,290,2007-03-28 08:39:47
290,258,2007-03-28 08:39:47
290,258,2007-03-28 08:39:56
258,290,2007-03-28 08:39:59
290,258,2007-03-28 08:39:59
258,290,2007-03-28 08:40:01
290,258,2007-03-28 08:40:04
258,290,2007-03-28 08:40:05
290,258,2007-03-28 08:40:06
258,290,2007-03-28 08:40:07
290,258,2007-03-28 08:40:09
290,258,2007-03-28 08:40:11
258,290,2007-03-28 08:40:11
258,290,2007-03-28 08:40:13
258,290,2007-03-28 08:40:15
290,258,2007-03-28 08:40:16
258,290,2007-03-28 08:40:19
258,290,2007-03-28 08:40:23
258,290,2007-03-28 08:40:25
290,258,2007-03-28 08:40:25
258,290,2007-03-28 08:40:29
290,258,2007-03-28 08:40:29
258,290,2007-03-28 08:40:34
290,258,2007-03-28 08:40:35
290,258,2007-03-28 08:40:39
13,264,2007-03-28 08:42:12
13,264,2007-03-28 08:42:15
13,264,2007-03-28 08:42:22
13,264,2007-03-28 08:42:25
13,264,2007-03-28 08:42:29
13,290,2007-03-28 08:48:39
13,290,2007-03-28 08:49:24
13,290,2007-03-28 08:49:35
13,290,2007-03-28 08:49:42
13,290,2007-03-28 08:49:45
13,290,2007-03-28 08:49:51
13,290,2007-03-28 08:49:55
13,290,2007-03-28 08:49:59
13,290,2007-03-28 08:50:01
13,290,2007-03-28 08:50:05
13,290,2007-03-28 08:50:35
13,290,2007-03-28 08:50:42
13,290,2007-03-28 08:50:45
13,290,2007-03-28 08:50:55
13,290,2007-03-28 08:50:59
13,104,2007-03-28 08:58:23
13,109,2007-03-28 09:17:15
294,258,2007-03-28 09:28:54
82,253,2007-03-28 09:30:28
267,281,2007-03-28 09:30:55
281,267,2007-03-28 09:30:59
281,267,2007-03-28 09:31:08
13,251,2007-03-28 09:32:19
13,251,2007-03-28 09:32:35
13,251,2007-03-28 09:32:37
106,288,2007-03-28 09:33:35
13,251,2007-03-28 09:34:25
13,281,2007-03-28 09:34:32
13,281,2007-03-28 09:34:35
253,82,2007-03-28 09:35:19
82,253,2007-03-28 09:35:19
106,294,2007-03-28 09:35:52
82,253,2007-03-28 09:37:19
253,82,2007-03-28 09:38:19
82,253,2007-03-28 09:38:19
13,251,2007-03-28 09:39:43
13,251,2007-03-28 09:39:55
13,251,2007-03-28 09:40:05
13,251,2007-03-28 09:40:35
281,251,2007-03-28 09:40:46
13,251,2007-03-28 09:40:46
13,251,2007-03-28 09:40:55
13,251,2007-03-28 09:40:59
13,251,2007-03-28 09:41:05
288,268,2007-03-28 09:43:37
13,101,2007-03-28 09:48:15
13,101,2007-03-28 09:48:28
13,99,2007-03-28 09:49:15
13,99,2007-03-28 09:49:25
13,256,2007-03-28 09:59:35
13,256,2007-03-28 09:59:41
13,256,2007-03-28 09:59:45
101,258,2007-03-28 10:00:19
101,258,2007-03-28 10:00:28
251,294,2007-03-28 10:06:05
13,278,2007-03-28 10:06:15
13,278,2007-03-28 10:06:22
13,278,2007-03-28 10:06:25
13,278,2007-03-28 10:06:32
13,278,2007-03-28 10:06:35
13,264,2007-03-28 10:06:41
109,281,2007-03-28 10:06:43
13,278,2007-03-28 10:07:25
13,278,2007-03-28 10:07:39
13,278,2007-03-28 10:07:42
13,278,2007-03-28 10:08:05
13,278,2007-03-28 10:08:13
13,258,2007-03-28 10:29:11
13,258,2007-03-28 10:29:12
263,288,2007-03-28 10:43:27
263,288,2007-03-28 10:43:51
288,263,2007-03-28 10:43:51
265,82,2007-03-28 10:51:41
13,265,2007-03-28 10:58:55
13,265,2007-03-28 10:58:59
105,101,2007-03-28 11:01:49
105,101,2007-03-28 11:02:44
101,105,2007-03-28 11:03:05
101,105,2007-03-28 11:03:09
105,101,2007-03-28 11:03:54
101,105,2007-03-28 11:04:05
101,105,2007-03-28 11:04:15
101,105,2007-03-28 11:04:19
101,105,2007-03-28 11:04:25
105,101,2007-03-28 11:04:28
101,105,2007-03-28 11:04:29
101,105,2007-03-28 11:04:31
105,101,2007-03-28 11:04:32
101,105,2007-03-28 11:04:32
101,105,2007-03-28 11:04:35
105,101,2007-03-28 11:04:35
101,105,2007-03-28 11:04:41
105,101,2007-03-28 11:04:42
101,105,2007-03-28 11:04:44
105,101,2007-03-28 11:04:44
101,105,2007-03-28 11:04:45
101,105,2007-03-28 11:04:46
101,105,2007-03-28 11:04:49
105,101,2007-03-28 11:04:58
101,105,2007-03-28 11:05:01
105,101,2007-03-28 11:05:02
101,105,2007-03-28 11:05:04
105,101,2007-03-28 11:05:04
101,105,2007-03-28 11:05:08
101,105,2007-03-28 11:05:12
105,101,2007-03-28 11:05:12
105,101,2007-03-28 11:05:15
101,105,2007-03-28 11:05:15
105,101,2007-03-28 11:05:18
101,105,2007-03-28 11:05:22
105,101,2007-03-28 11:05:22
265,294,2007-03-28 11:06:18
105,101,2007-03-28 11:09:34
251,281,2007-03-28 11:14:43
251,281,2007-03-28 11:15:43
281,251,2007-03-28 11:15:44
281,264,2007-03-28 11:19:09
264,281,2007-03-28 11:19:09
280,290,2007-03-28 11:20:31
290,280,2007-03-28 11:20:48
0,280,2007-03-28 11:20:53
104,109,2007-03-28 11:24:26
281,105,2007-03-28 11:33:22
281,105,2007-03-28 11:34:51
251,106,2007-03-28 11:35:49
20,288,2007-03-28 11:39:49
20,288,2007-03-28 11:39:51
20,288,2007-03-28 11:39:53
20,288,2007-03-28 11:40:01
20,288,2007-03-28 11:40:03
20,288,2007-03-28 11:40:13
20,288,2007-03-28 11:40:21
20,288,2007-03-28 11:40:23
264,281,2007-03-28 11:40:49
281,264,2007-03-28 11:40:49
264,281,2007-03-28 11:40:52
281,264,2007-03-28 11:40:54
281,264,2007-03-28 11:40:55
281,264,2007-03-28 11:40:58
264,281,2007-03-28 11:41:04
281,264,2007-03-28 11:41:05
264,281,2007-03-28 11:41:08
264,281,2007-03-28 11:41:12
13,104,2007-03-28 11:42:15
13,104,2007-03-28 11:42:19
13,104,2007-03-28 11:42:23
13,104,2007-03-28 11:42:25
13,104,2007-03-28 11:42:32
13,104,2007-03-28 11:42:34
13,104,2007-03-28 11:42:42
13,104,2007-03-28 11:42:45
13,104,2007-03-28 11:42:49
20,288,2007-03-28 11:42:51
13,104,2007-03-28 11:42:52
13,104,2007-03-28 11:42:55
281,264,2007-03-28 11:42:56
109,267,2007-03-28 11:43:05
267,109,2007-03-28 11:43:06
267,109,2007-03-28 11:43:09
264,105,2007-03-28 11:43:49
105,264,2007-03-28 11:43:49
264,105,2007-03-28 11:44:15
281,105,2007-03-28 11:44:25
281,105,2007-03-28 11:44:44
105,281,2007-03-28 11:44:55
105,281,2007-03-28 11:44:59
101,278,2007-03-28 11:47:28
278,101,2007-03-28 11:47:45
32,294,2007-03-28 11:47:49
267,290,2007-03-28 11:53:05
105,265,2007-03-28 11:53:24
265,278,2007-03-28 11:55:43
278,265,2007-03-28 11:55:45
278,265,2007-03-28 11:55:48
265,278,2007-03-28 11:55:51
265,278,2007-03-28 11:55:59
7,258,2007-03-28 11:56:05
13,258,2007-03-28 11:56:09
7,258,2007-03-28 11:56:12
265,82,2007-03-28 11:58:19
278,265,2007-03-28 11:58:19
265,82,2007-03-28 11:58:24
82,265,2007-03-28 11:58:25
82,265,2007-03-28 11:58:43
264,104,2007-03-28 11:59:29
104,264,2007-03-28 11:59:55
264,104,2007-03-28 11:59:55
264,104,2007-03-28 11:59:58
104,264,2007-03-28 12:00:05
264,104,2007-03-28 12:00:23
104,264,2007-03-28 12:00:25
104,264,2007-03-28 12:00:28
104,264,2007-03-28 12:00:35
264,104,2007-03-28 12:00:35
264,104,2007-03-28 12:00:37
104,264,2007-03-28 12:00:38
104,264,2007-03-28 12:00:39
104,264,2007-03-28 12:00:41
264,104,2007-03-28 12:00:44
104,264,2007-03-28 12:00:45
104,264,2007-03-28 12:00:46
264,104,2007-03-28 12:00:46
264,104,2007-03-28 12:00:55
104,264,2007-03-28 12:00:55
104,264,2007-03-28 12:00:58
264,104,2007-03-28 12:00:58
264,104,2007-03-28 12:00:59
104,264,2007-03-28 12:00:59
104,264,2007-03-28 12:01:02
264,104,2007-03-28 12:01:05
104,264,2007-03-28 12:01:05
264,104,2007-03-28 12:01:09
104,264,2007-03-28 12:01:09
104,264,2007-03-28 12:01:15
104,264,2007-03-28 12:01:18
264,104,2007-03-28 12:01:18
104,264,2007-03-28 12:01:19
264,104,2007-03-28 12:01:23
104,264,2007-03-28 12:01:23
264,104,2007-03-28 12:01:25
104,264,2007-03-28 12:01:25
104,264,2007-03-28 12:01:28
264,104,2007-03-28 12:01:29
104,264,2007-03-28 12:01:32
104,264,2007-03-28 12:01:35
104,264,2007-03-28 12:01:46
104,264,2007-03-28 12:01:52
104,264,2007-03-28 12:01:55
104,264,2007-03-28 12:01:59
264,104,2007-03-28 12:01:59
104,264,2007-03-28 12:02:03
104,264,2007-03-28 12:02:05
104,264,2007-03-28 12:02:09
104,264,2007-03-28 12:02:15
264,104,2007-03-28 12:02:23
104,264,2007-03-28 12:02:25
104,264,2007-03-28 12:02:28
104,264,2007-03-28 12:02:33
264,104,2007-03-28 12:02:35
104,264,2007-03-28 12:02:35
104,264,2007-03-28 12:02:36
264,104,2007-03-28 12:02:37
104,264,2007-03-28 12:02:38
104,264,2007-03-28 12:02:39
264,104,2007-03-28 12:02:39
104,264,2007-03-28 12:02:43
104,264,2007-03-28 12:02:45
264,104,2007-03-28 12:02:45
104,264,2007-03-28 12:02:46
264,104,2007-03-28 12:03:04
104,264,2007-03-28 12:03:05
264,104,2007-03-28 12:03:08
104,264,2007-03-28 12:03:09
264,104,2007-03-28 12:03:09
104,264,2007-03-28 12:03:12
104,264,2007-03-28 12:03:14
264,104,2007-03-28 12:03:14
264,104,2007-03-28 12:03:18
104,264,2007-03-28 12:03:23
104,264,2007-03-28 12:03:25
264,104,2007-03-28 12:03:25
104,264,2007-03-28 12:03:35
104,264,2007-03-28 12:03:37
104,264,2007-03-28 12:03:41
104,264,2007-03-28 12:03:45
104,264,2007-03-28 12:03:46
104,264,2007-03-28 12:03:48
